annee,codmes,codfil,codniv,codmat,codetu,cc,sn,ra
2024/2025,semestre1,SFM,03,URGENOBST,ISU00027,10.0,16.0,
2024/2025,semestre1,SFM,03,URGENOBST,ISU00032,11.0,15.0,
2024/2025,semestre1,SFM,03,URGENOBST,ISU00036,0.25,0.25,
2024/2025,semestre1,SFM,03,URGENOBST,ISU00046,15.0,15.0,
2024/2025,semestre1,SIN,01,ANATPHYS1,ISU00016,10.0,10.0,
2024/2025,semestre1,SIN,01,ANATPHYS1,ISU00026,13.0,13.0,
2024/2025,semestre1,SIN,01,ANATPHYS1,ISU00037,12.0,12.0,
2024/2025,semestre1,SIN,01,BIOCHIMIE,ISU00016,11.0,10.0,
2024/2025,semestre1,SIN,01,BIOCHIMIE,ISU00026,16.0,15.0,
2024/2025,semestre1,SIN,01,BIOCHIMIE,ISU00037,11.0,8.0,10.0
2024/2025,semestre1,SIN,01,CHIMIEGEN,ISU00026,8.75,8.75,
2024/2025,semestre1,SIN,01,CHIMIEGEN,ISU00037,8.5,8.5,
2024/2025,semestre1,SIN,01,CONTHESCI,ISU00016,12.5,12.5,
2024/2025,semestre1,SIN,01,CONTHESCI,ISU00026,10.0,10.0,
2024/2025,semestre1,SIN,01,CONTHESCI,ISU00037,11.0,11.0,
2024/2025,semestre1,SIN,01,FRANCMEDI,ISU00016,9.5,9.5,11.5
2024/2025,semestre1,SIN,01,FRANCMEDI,ISU00026,8.5,8.5,12.0
2024/2025,semestre1,SIN,01,FRANCMEDI,ISU00037,8.0,8.0,11.0
2024/2025,semestre1,SIN,01,HISPROINF,ISU00016,19.5,19.5,
2024/2025,semestre1,SIN,01,HISPROINF,ISU00026,18.0,18.0,
2024/2025,semestre1,SIN,01,HISPROINF,ISU00037,18.0,18.0,
2024/2025,semestre1,SIN,01,INFORGEN1,ISU00016,11.0,13.5,
2024/2025,semestre1,SIN,01,INFORGEN1,ISU00026,17.5,13.5,
2024/2025,semestre1,SIN,01,INFORGEN1,ISU00037,18.5,13.5,
2024/2025,semestre1,SIN,01,MICROBIOF2,ISU00016,11.5,10.0,
2024/2025,semestre1,SIN,01,MICROBIOF2,ISU00026,18.0,14.0,
2024/2025,semestre1,SIN,01,MICROBIOF2,ISU00037,13.0,12.0,
2024/2025,semestre1,SIN,01,PARASITOL,ISU00016,14.5,14.0,
2024/2025,semestre1,SIN,01,PARASITOL,ISU00026,16.5,16.0,
2024/2025,semestre1,SIN,01,PARASITOL,ISU00037,13.0,15.0,
2024/2025,semestre1,SIN,01,SOINMEDEC,ISU00016,11.0,12.0,
2024/2025,semestre1,SIN,01,SOINMEDEC,ISU00026,13.0,10.0,
2024/2025,semestre1,SIN,01,SOINMEDEC,ISU00037,11.0,6.75,13.75
2024/2025,semestre1,SIN,02,ALLAITMAT,ISU00014,17.0,17.0,
2024/2025,semestre1,SIN,02,ALLAITMAT,ISU00017,13.0,15.5,
2024/2025,semestre1,SIN,02,ALLAITMAT,ISU00021,16.0,17.0,
2024/2025,semestre1,SIN,02,ALLAITMAT,ISU00028,13.5,6.0,12.5
2024/2025,semestre1,SIN,02,ALLARTSI2,ISU00001,,,
2024/2025,semestre1,SIN,02,ALLARTSI2,ISU00014,17.5,17.0,
2024/2025,semestre1,SIN,02,ALLARTSI2,ISU00017,14.0,15.5,
2024/2025,semestre1,SIN,02,ALLARTSI2,ISU00021,18.0,17.0,
2024/2025,semestre1,SIN,02,ALLARTSI2,ISU00028,0.5,6.0,12.0
2024/2025,semestre1,SIN,02,ANGLAMEDI,ISU00001,,,
2024/2025,semestre1,SIN,02,ANGLAMEDI,ISU00014,,,
2024/2025,semestre1,SIN,02,ANGLAMEDI,ISU00017,,,
2024/2025,semestre1,SIN,02,ANGLAMEDI,ISU00021,,,
2024/2025,semestre1,SIN,02,ANGLAMEDI,ISU00028,10.0,11.25,
2024/2025,semestre1,SIN,02,BIOPHYSIQ,ISU00001,,,
2024/2025,semestre1,SIN,02,BIOPHYSIQ,ISU00014,,,
2024/2025,semestre1,SIN,02,BIOPHYSIQ,ISU00017,,,
2024/2025,semestre1,SIN,02,BIOPHYSIQ,ISU00021,,,
2024/2025,semestre1,SIN,02,BIOPHYSIQ,ISU00028,10.0,8.0,11.75
2024/2025,semestre1,SIN,02,BIOSTATIC,ISU00001,,,
2024/2025,semestre1,SIN,02,BIOSTATIC,ISU00014,,,
2024/2025,semestre1,SIN,02,BIOSTATIC,ISU00017,,,
2024/2025,semestre1,SIN,02,BIOSTATIC,ISU00021,,,
2024/2025,semestre1,SIN,02,BIOSTATIC,ISU00028,10.0,5.0,10.25
2024/2025,semestre1,SIN,02,DROITCIVI,ISU00001,,,
2024/2025,semestre1,SIN,02,DROITCIVI,ISU00014,,,
2024/2025,semestre1,SIN,02,DROITCIVI,ISU00017,,,
2024/2025,semestre1,SIN,02,DROITCIVI,ISU00021,,,
2024/2025,semestre1,SIN,02,DROITCIVI,ISU00028,12.0,11.25,
2024/2025,semestre1,SIN,02,EDUCIVETH,ISU00001,,,
2024/2025,semestre1,SIN,02,EDUCIVETH,ISU00014,,,
2024/2025,semestre1,SIN,02,EDUCIVETH,ISU00017,,,
2024/2025,semestre1,SIN,02,EDUCIVETH,ISU00021,,,
2024/2025,semestre1,SIN,02,EDUCIVETH,ISU00028,11.25,10.75,
2024/2025,semestre1,SIN,02,FRANCMEDI,ISU00014,16.0,16.0,
2024/2025,semestre1,SIN,02,FRANCMEDI,ISU00017,16.5,16.5,
2024/2025,semestre1,SIN,02,FRANCMEDI,ISU00021,16.0,16.0,
2024/2025,semestre1,SIN,02,FRANCMEDI,ISU00028,16.5,16.5,
2024/2025,semestre1,SIN,02,IEC2,ISU00001,,,
2024/2025,semestre1,SIN,02,IEC2,ISU00014,15.0,18.5,
2024/2025,semestre1,SIN,02,IEC2,ISU00017,8.0,12.0,
2024/2025,semestre1,SIN,02,IEC2,ISU00021,16.0,16.0,
2024/2025,semestre1,SIN,02,IEC2,ISU00028,12.0,10.0,5.0
2024/2025,semestre1,SIN,02,MATHMAAPP,ISU00014,17.5,17.25,
2024/2025,semestre1,SIN,02,MATHMAAPP,ISU00017,2.5,0.5,
2024/2025,semestre1,SIN,02,MATHMAAPP,ISU00021,16.0,16.5,
2024/2025,semestre1,SIN,02,MATHMAAPP,ISU00028,0.25,0.25,10.75
2024/2025,semestre1,SIN,02,MEDEMEDIC,ISU00001,,,
2024/2025,semestre1,SIN,02,MEDEMEDIC,ISU00014,,,
2024/2025,semestre1,SIN,02,MEDEMEDIC,ISU00017,,,
2024/2025,semestre1,SIN,02,MEDEMEDIC,ISU00021,,,
2024/2025,semestre1,SIN,02,MEDEMEDIC,ISU00028,14.0,11.25,
2024/2025,semestre1,SIN,02,PATHOCHIR,ISU00001,,,
2024/2025,semestre1,SIN,02,PATHOCHIR,ISU00014,13.0,12.0,
2024/2025,semestre1,SIN,02,PATHOCHIR,ISU00017,10.0,10.5,
2024/2025,semestre1,SIN,02,PATHOCHIR,ISU00021,13.5,10.5,
2024/2025,semestre1,SIN,02,PATHOCHIR,ISU00028,10.0,12.5,
2024/2025,semestre1,SIN,02,PATINFLOC,ISU00001,,,
2024/2025,semestre1,SIN,02,PATINFLOC,ISU00014,10.0,10.0,
2024/2025,semestre1,SIN,02,PATINFLOC,ISU00017,10.0,10.0,
2024/2025,semestre1,SIN,02,PATINFLOC,ISU00021,10.0,10.0,
2024/2025,semestre1,SIN,02,PATINFLOC,ISU00028,10.0,10.0,
2024/2025,semestre1,SIN,02,PATINFPAR,ISU00001,,,
2024/2025,semestre1,SIN,02,PATINFPAR,ISU00014,13.0,14.0,
2024/2025,semestre1,SIN,02,PATINFPAR,ISU00017,11.0,10.0,
2024/2025,semestre1,SIN,02,PATINFPAR,ISU00021,16.0,13.5,
2024/2025,semestre1,SIN,02,PATINFPAR,ISU00028,9.0,12.0,
2024/2025,semestre1,SIN,02,PATPARSYS,ISU00001,,,
2024/2025,semestre1,SIN,02,PATPARSYS,ISU00014,15.75,15.75,
2024/2025,semestre1,SIN,02,PATPARSYS,ISU00017,11.0,11.0,
2024/2025,semestre1,SIN,02,PATPARSYS,ISU00021,16.0,16.0,
2024/2025,semestre1,SIN,02,PATPARSYS,ISU00028,11.0,11.0,
2024/2025,semestre1,SIN,02,PHARMAGEN,ISU00001,,,
2024/2025,semestre1,SIN,02,PHARMAGEN,ISU00014,11.5,7.25,14.0
2024/2025,semestre1,SIN,02,PHARMAGEN,ISU00017,12.0,8.0,
2024/2025,semestre1,SIN,02,PHARMAGEN,ISU00021,13.0,8.25,15.0
2024/2025,semestre1,SIN,02,PHARMAGEN,ISU00028,12.0,7.0,12.0
2024/2025,semestre1,SIN,02,PLANIFAMI,ISU00001,,,
2024/2025,semestre1,SIN,02,PLANIFAMI,ISU00014,16.0,11.0,
